Zip_code;Zip_name;Municipality_name;Municipality_code;NUTS3_name;NUTS3_code
43100;Saarijärvi Keskus;Saarijärvi;729;Keski-Suomi;13
43130;Tarvaala;Saarijärvi;729;Keski-Suomi;13
43170;Häkkilä;Saarijärvi;729;Keski-Suomi;13
43220;Mahlu;Saarijärvi;729;Keski-Suomi;13
43240;Lehtola;Saarijärvi;729;Keski-Suomi;13
43250;Kolkanlahti;Saarijärvi;729;Keski-Suomi;13
43270;Kalmari;Saarijärvi;729;Keski-Suomi;13
43300;Kannonkoski Keskus;Kannonkoski;216;Keski-Suomi;13
43340;Kannonjärvi;Kannonkoski;216;Keski-Suomi;13
43390;Lokakylä;Kivijärvi;265;Keski-Suomi;13
43420;Kukko;Saarijärvi;729;Keski-Suomi;13
43430;Väätäiskylä;Multia;495;Keski-Suomi;13
43440;Pylkönmäki Keskus;Saarijärvi;729;Keski-Suomi;13
43480;Pääjärvi;Saarijärvi;729;Keski-Suomi;13
43490;Kangasaho;Karstula;226;Keski-Suomi;13
43500;Karstula Keskus;Karstula;226;Keski-Suomi;13
43520;Kiminki;Karstula;226;Keski-Suomi;13
43540;Rantakylä-Pirttilahti;Karstula;226;Keski-Suomi;13
43560;Vahanka;Karstula;226;Keski-Suomi;13
43610;Aho;Karstula;226;Keski-Suomi;13
43640;Humppi;Karstula;226;Keski-Suomi;13
43660;Vastinki;Karstula;226;Keski-Suomi;13
43700;Kyyjärvi Keskus;Kyyjärvi;312;Keski-Suomi;13
43720;Kumpulainen;Kyyjärvi;312;Keski-Suomi;13
43800;Kivijärvi Keskus-Sompala;Kivijärvi;265;Keski-Suomi;13
43840;Sompala;Kivijärvi;265;Keski-Suomi;13
43900;Kinnula Keskus;Kinnula;256;Keski-Suomi;13
43940;Muhola-Saarensalmi;Kinnula;256;Keski-Suomi;13
43960;Saarensalmi;Kinnula;256;Keski-Suomi;13
44100;Äänekoski Keskus;Äänekoski;992;Keski-Suomi;13
44120;Mämmensalmi-Mustaniemi;Äänekoski;992;Keski-Suomi;13
44150;Likolahti-Karhunlähde;Äänekoski;992;Keski-Suomi;13
44160;Huutomäki;Äänekoski;992;Keski-Suomi;13
44170;Hietama;Äänekoski;992;Keski-Suomi;13
44190;Parantala;Äänekoski;992;Keski-Suomi;13
44200;Suolahti Keskus;Äänekoski;992;Keski-Suomi;13
44220;Sörkänmäki;Äänekoski;992;Keski-Suomi;13
44250;Äänekoivisto;Äänekoski;992;Keski-Suomi;13
44260;Vihijärvi;Äänekoski;992;Keski-Suomi;13
44280;Sumiainen Keskus;Äänekoski;992;Keski-Suomi;13
44300;Konnevesi Keskus;Konnevesi;275;Keski-Suomi;13
44320;Sirkkamäki;Konnevesi;275;Keski-Suomi;13
44330;Hytölä;Konnevesi;275;Keski-Suomi;13
44350;Istunmäki;Konnevesi;275;Keski-Suomi;13
44370;Mäntymäki;Konnevesi;275;Keski-Suomi;13
44400;Konginkangas Keskus;Äänekoski;992;Keski-Suomi;13
44420;Liimattala;Äänekoski;992;Keski-Suomi;13
44440;Räihä;Äänekoski;992;Keski-Suomi;13
44460;Kalaniemi;Äänekoski;992;Keski-Suomi;13
44480;Niinilahti;Viitasaari;931;Keski-Suomi;13
44500;Viitasaari Keskus;Viitasaari;931;Keski-Suomi;13
44530;Ilmolahti;Viitasaari;931;Keski-Suomi;13
44580;Huopanankoski;Viitasaari;931;Keski-Suomi;13
44590;Vuorilahti;Viitasaari;931;Keski-Suomi;13
44610;Kärnä;Viitasaari;931;Keski-Suomi;13
44630;Kumpumäki;Viitasaari;931;Keski-Suomi;13
44640;Kymönkoski;Viitasaari;931;Keski-Suomi;13
44670;Suovanlahti;Viitasaari;931;Keski-Suomi;13
44680;Lahnanen;Viitasaari;931;Keski-Suomi;13
44730;Löytänä;Viitasaari;931;Keski-Suomi;13
44740;Keitelepohja-Kotvala;Viitasaari;931;Keski-Suomi;13
44760;Keihärinkoski;Viitasaari;931;Keski-Suomi;13
44770;Valkeisjärvi;Viitasaari;931;Keski-Suomi;13
44790;Kotvala;Viitasaari;931;Keski-Suomi;13
44800;Pihtipudas Keskus;Pihtipudas;601;Keski-Suomi;13
44860;Alvajärvi;Pihtipudas;601;Keski-Suomi;13
44880;Muurasjärvi;Pihtipudas;601;Keski-Suomi;13
44910;Elämäjärvi;Pihtipudas;601;Keski-Suomi;13
44920;Peninki;Pihtipudas;601;Keski-Suomi;13
44950;Kärväsjärvi;Pihtipudas;601;Keski-Suomi;13
44970;Korppinen;Pihtipudas;601;Keski-Suomi;13
45100;Kouvola Keskus;Kouvola;286;Kymenlaakso;8
45120;Kotkankallio-Vahteronmäki;Kouvola;286;Kymenlaakso;8
45130;Korjala-Kaunisnurmi;Kouvola;286;Kymenlaakso;8
45150;Kankaronmäki-Eskolanmäki;Kouvola;286;Kymenlaakso;8
45160;Lehtomäki;Kouvola;286;Kymenlaakso;8
45200;Tornionmäki;Kouvola;286;Kymenlaakso;8
45330;Harju;Kouvola;286;Kymenlaakso;8
45360;Kukkuramäki;Kouvola;286;Kymenlaakso;8
45370;Valkeala kk;Kouvola;286;Kymenlaakso;8
45410;Utti;Kouvola;286;Kymenlaakso;8
45460;Savero;Kouvola;286;Kymenlaakso;8
45610;Koria;Kouvola;286;Kymenlaakso;8
45700;Kuusankoski Keskus;Kouvola;286;Kymenlaakso;8
45720;Kotiharju-Puhjonmäki;Kouvola;286;Kymenlaakso;8
45740;Maunuksela;Kouvola;286;Kymenlaakso;8
45750;Kuusankosken Sairaala-alue;Kouvola;286;Kymenlaakso;8
45810;Pilkanmaa;Kouvola;286;Kymenlaakso;8
45910;Voikkaa;Kouvola;286;Kymenlaakso;8
45940;Oravala;Kouvola;286;Kymenlaakso;8
46110;Tuohikotti;Kouvola;286;Kymenlaakso;8
46140;Vekaranjärvi;Kouvola;286;Kymenlaakso;8
46230;Aro;Kouvola;286;Kymenlaakso;8
46400;Kaipiainen;Kouvola;286;Kymenlaakso;8
46430;Tirva-Inkerilä;Kouvola;286;Kymenlaakso;8
46450;Enäjärvi;Kouvola;286;Kymenlaakso;8
46530;Kannuskoski;Luumäki;441;Etelä-Karjala;9
46570;Saaramaa;Kouvola;286;Kymenlaakso;8
46710;Sippola;Kouvola;286;Kymenlaakso;8
46730;Ruotila;Kouvola;286;Kymenlaakso;8
46750;Liikkala;Kouvola;286;Kymenlaakso;8
46800;Myllykoski;Kouvola;286;Kymenlaakso;8
46810;Ummeljoki;Kouvola;286;Kymenlaakso;8
46860;Anjalankoski Keskus;Kouvola;286;Kymenlaakso;8
46900;Inkeroinen;Kouvola;286;Kymenlaakso;8
46910;Anjala;Kouvola;286;Kymenlaakso;8
46930;Huruksela;Kotka;285;Kymenlaakso;8
46950;Ahvio;Kouvola;286;Kymenlaakso;8
46960;Muhniemi;Kouvola;286;Kymenlaakso;8
47110;Löytty;Kouvola;286;Kymenlaakso;8
47150;Raussila;Kouvola;286;Kymenlaakso;8
47200;Elimäki kk;Kouvola;286;Kymenlaakso;8
47260;Ratula;Kouvola;286;Kymenlaakso;8
47310;Haapa-Kimola;Iitti;142;Kymenlaakso;8
47350;Kimonkylä;Lapinjärvi;407;Uusimaa;1
47400;Kausala;Iitti;142;Kymenlaakso;8
47440;Sääskjärvi;Iitti;142;Kymenlaakso;8
47450;Perheniemi;Iitti;142;Kymenlaakso;8
47460;Hiisiö;Iitti;142;Kymenlaakso;8
47490;Mankala-Hiisiö;Iitti;142;Kymenlaakso;8
47520;Iitti kk;Iitti;142;Kymenlaakso;8
47540;Löyttilä;Iitti;142;Kymenlaakso;8
47610;Kymentaka;Iitti;142;Kymenlaakso;8
47650;Kimola;Kouvola;286;Kymenlaakso;8
47710;Jaala kk;Kouvola;286;Kymenlaakso;8
47760;Huhdasjärvi;Kouvola;286;Kymenlaakso;8
47810;Selänpää;Kouvola;286;Kymenlaakso;8
47830;Hasula;Kouvola;286;Kymenlaakso;8
47850;Verla;Kouvola;286;Kymenlaakso;8
47900;Vuohijärvi;Kouvola;286;Kymenlaakso;8
47910;Hillosensalmi;Kouvola;286;Kymenlaakso;8
48100;Kotkansaari;Kotka;285;Kymenlaakso;8
48130;Katariina;Kotka;285;Kymenlaakso;8
48200;Hovinsaari;Kotka;285;Kymenlaakso;8
48210;Toukolan Sairaala-Alue;Kotka;285;Kymenlaakso;8
48220;Metsola;Kotka;285;Kymenlaakso;8
48230;Korela-Jylppy;Kotka;285;Kymenlaakso;8
48300;Ruonala;Kotka;285;Kymenlaakso;8
48310;Mussalo;Kotka;285;Kymenlaakso;8
48350;Karhuvuori;Kotka;285;Kymenlaakso;8
48400;Sutela;Kotka;285;Kymenlaakso;8
48410;Kaukola;Kotka;285;Kymenlaakso;8
48600;Karhula;Kotka;285;Kymenlaakso;8
48700;Kyminlinna;Kotka;285;Kymenlaakso;8
48710;Koivula;Kotka;285;Kymenlaakso;8
48720;Kymi;Kotka;285;Kymenlaakso;8
48750;Nikeli;Kotka;285;Kymenlaakso;8
48770;Ristinkallio;Kotka;285;Kymenlaakso;8
48800;Otsola-Mäntykangas;Kotka;285;Kymenlaakso;8
48810;Rantahaka;Kotka;285;Kymenlaakso;8
48900;Sunila;Kotka;285;Kymenlaakso;8
48910;Suulisniemi;Kotka;285;Kymenlaakso;8
48930;Tiutinen;Kotka;285;Kymenlaakso;8
49200;Heinlahti;Pyhtää;624;Kymenlaakso;8
49210;Huutjärvi;Pyhtää;624;Kymenlaakso;8
49220;Siltakylä;Pyhtää;624;Kymenlaakso;8
49240;Purolanlahti;Pyhtää;624;Kymenlaakso;8
49270;Pyhtää kk;Pyhtää;624;Kymenlaakso;8
49290;Vastila;Pyhtää;624;Kymenlaakso;8
49300;Tavastila;Kotka;285;Kymenlaakso;8
49340;Juurikorpi;Kotka;285;Kymenlaakso;8
49400;Hamina Keskus;Hamina;75;Kymenlaakso;8
49410;Poitsila;Hamina;75;Kymenlaakso;8
49420;Uusi-Summa;Hamina;75;Kymenlaakso;8
49460;Hillo;Hamina;75;Kymenlaakso;8
49480;Vanha-Summa;Hamina;75;Kymenlaakso;8
49490;Neuvoton;Hamina;75;Kymenlaakso;8
49510;Husula;Hamina;75;Kymenlaakso;8
49520;Reitkalli;Hamina;75;Kymenlaakso;8
49540;Metsäkylä;Hamina;75;Kymenlaakso;8
49570;Kannusjärvi;Hamina;75;Kymenlaakso;8
49610;Sivatti;Hamina;75;Kymenlaakso;8
49630;Vehkajoki;Hamina;75;Kymenlaakso;8
49640;Paijärvi;Hamina;75;Kymenlaakso;8
49660;Pyhältö;Hamina;75;Kymenlaakso;8
49700;Miehikkälä Kirkonkylä;Miehikkälä;489;Kymenlaakso;8
49720;Hurttala;Miehikkälä;489;Kymenlaakso;8
49730;Muurikkala;Miehikkälä;489;Kymenlaakso;8
49750;Kalliokoski;Miehikkälä;489;Kymenlaakso;8
49760;Suur-Miehikkälä;Miehikkälä;489;Kymenlaakso;8
49770;Salo-Miehikkälä;Miehikkälä;489;Kymenlaakso;8
49780;Onkamaa;Hamina;75;Kymenlaakso;8
49840;Mäntlahti;Hamina;75;Kymenlaakso;8
49860;Klamila;Virolahti;935;Kymenlaakso;8
49900;Virolahti Keskus;Virolahti;935;Kymenlaakso;8
49930;Vaalimaa;Virolahti;935;Kymenlaakso;8
49960;Ala-Pihlaja;Virolahti;935;Kymenlaakso;8
49980;Ravijoki;Virolahti;935;Kymenlaakso;8
50100;Mikkeli Keskus;Mikkeli;491;Etelä-Savo;10
50120;Siekkilä;Mikkeli;491;Etelä-Savo;10
50130;Nuijamies;Mikkeli;491;Etelä-Savo;10
50150;Karkialampi;Mikkeli;491;Etelä-Savo;10
50160;Kattilansilta;Mikkeli;491;Etelä-Savo;10
50170;Peitsari;Mikkeli;491;Etelä-Savo;10
50180;Visulahti;Mikkeli;491;Etelä-Savo;10
50190;Tuppurala;Mikkeli;491;Etelä-Savo;10
50200;Kovala;Mikkeli;491;Etelä-Savo;10
50300;Rämälä;Mikkeli;491;Etelä-Savo;10
50350;Norola;Mikkeli;491;Etelä-Savo;10
50500;Tuukkala-Kaituenmäki;Mikkeli;491;Etelä-Savo;10
50520;Moision Sairaala-alue;Mikkeli;491;Etelä-Savo;10
50600;Karikko;Mikkeli;491;Etelä-Savo;10
50670;Otava;Mikkeli;491;Etelä-Savo;10
50700;Syysjärvi;Mikkeli;491;Etelä-Savo;10
50770;Korpikoski;Mikkeli;491;Etelä-Savo;10
50800;Annilanselkä;Mikkeli;491;Etelä-Savo;10
50970;Ihastjärvi;Mikkeli;491;Etelä-Savo;10
51130;Vanhamäki;Mikkeli;491;Etelä-Savo;10
51200;Kangasniemi Keskus;Kangasniemi;213;Etelä-Savo;10
51260;Tahkomäki;Kangasniemi;213;Etelä-Savo;10
51270;Kutemajärvi;Kangasniemi;213;Etelä-Savo;10
51310;Levä;Kangasniemi;213;Etelä-Savo;10
51335;Kaihlamäki;Kangasniemi;213;Etelä-Savo;10
51340;Hännilä-Särkiharju;Kangasniemi;213;Etelä-Savo;10
51360;Koivula-Synsiö;Kangasniemi;213;Etelä-Savo;10
51380;Synsiö;Kangasniemi;213;Etelä-Savo;10
51420;Harjumaa-Pajulankylä;Mikkeli;491;Etelä-Savo;10
51430;Läsäkoski;Kangasniemi;213;Etelä-Savo;10
51440;Vuojalahti;Kangasniemi;213;Etelä-Savo;10
51450;Pajulankylä;Mikkeli;491;Etelä-Savo;10
51460;Luusniemi;Kangasniemi;213;Etelä-Savo;10
51520;Hiirola;Mikkeli;491;Etelä-Savo;10
51540;Kalvitsa;Mikkeli;491;Etelä-Savo;10
51600;Haukivuori Keskus-Piitkäaho;Mikkeli;491;Etelä-Savo;10
51620;Pitkäaho;Mikkeli;491;Etelä-Savo;10
51670;Nykälä;Mikkeli;491;Etelä-Savo;10
51720;Rahula;Mikkeli;491;Etelä-Savo;10
51740;Huuhanaho;Mikkeli;491;Etelä-Savo;10
51760;Nuutilanmäki;Juva;178;Etelä-Savo;10
51780;Kuosmala;Juva;178;Etelä-Savo;10
51810;Maivala;Juva;178;Etelä-Savo;10
51820;Hatsola;Juva;178;Etelä-Savo;10
51850;Vuorenmaa;Juva;178;Etelä-Savo;10
51860;Narila;Juva;178;Etelä-Savo;10
51880;Koikkala;Juva;178;Etelä-Savo;10
51890;Risulahti;Juva;178;Etelä-Savo;10
51900;Juva Keskus;Juva;178;Etelä-Savo;10
51930;Paatela;Juva;178;Etelä-Savo;10
51940;Härkälä;Juva;178;Etelä-Savo;10
51980;Lauteala;Juva;178;Etelä-Savo;10
52100;Anttola;Mikkeli;491;Etelä-Savo;10
52110;Majavesi;Mikkeli;491;Etelä-Savo;10
52150;Hauhala;Mikkeli;491;Etelä-Savo;10
52200;Puumala Keskus;Puumala;623;Etelä-Savo;10
52230;Hurissalo;Puumala;623;Etelä-Savo;10
52270;Ryhälä;Puumala;623;Etelä-Savo;10
52300;Ristiina Keskus;Mikkeli;491;Etelä-Savo;10
52320;Vitsiälä;Mikkeli;491;Etelä-Savo;10
52330;Heimari;Mikkeli;491;Etelä-Savo;10
52340;Hangastenmaa;Mikkeli;491;Etelä-Savo;10
52360;Someenjärvi;Mikkeli;491;Etelä-Savo;10
52420;Pellosniemi;Mikkeli;491;Etelä-Savo;10
52510;Hietanen;Hirvensalmi;97;Etelä-Savo;10
52520;Syväsmäki;Hirvensalmi;97;Etelä-Savo;10
52550;Hirvensalmi Keskus;Hirvensalmi;97;Etelä-Savo;10
52610;Tuukkalanlahti;Hirvensalmi;97;Etelä-Savo;10
52620;Kuitula;Hirvensalmi;97;Etelä-Savo;10
52700;Mäntyharju Keskus;Mäntyharju;507;Etelä-Savo;10
52720;Karankamäki-Koirakivi;Mäntyharju;507;Etelä-Savo;10
52730;Koirakivi;Mäntyharju;507;Etelä-Savo;10
52740;Tuustaipale;Mäntyharju;507;Etelä-Savo;10
52760;Mynttilä;Mäntyharju;507;Etelä-Savo;10
52780;Kuomiokoski;Mikkeli;491;Etelä-Savo;10
52830;Suomenniemi;Mikkeli;491;Etelä-Savo;10
52850;Halmeniemi;Mäntyharju;507;Etelä-Savo;10
52890;Käävänkylä;Mäntyharju;507;Etelä-Savo;10
52920;Voikoski;Kouvola;286;Kymenlaakso;8
52960;Nurmaa;Mäntyharju;507;Etelä-Savo;10
52970;Pankalahti-Ahvenainen;Mäntyharju;507;Etelä-Savo;10
52980;Ahvenainen;Heinola;111;Päijät-Häme;7
53100;Lappeenranta keskus;Lappeenranta;405;Etelä-Karjala;9
53130;Keskussairaala-alue-Kimpinen;Lappeenranta;405;Etelä-Karjala;9
53200;Kaukas-Tirilä;Lappeenranta;405;Etelä-Karjala;9
53300;Lauritsala-Mälkiä;Lappeenranta;405;Etelä-Karjala;9
53400;Laihia;Lappeenranta;405;Etelä-Karjala;9
53420;Mustola;Lappeenranta;405;Etelä-Karjala;9
53500;Parkkarila-Harapainen-Reijola;Lappeenranta;405;Etelä-Karjala;9
53550;Kourulanmäki;Lappeenranta;405;Etelä-Karjala;9
53600;Kesämäki;Lappeenranta;405;Etelä-Karjala;9
53650;Mattila-Kuusela;Lappeenranta;405;Etelä-Karjala;9
53810;Kuusimäki-Lavola;Lappeenranta;405;Etelä-Karjala;9
53830;Rutola;Lappeenranta;405;Etelä-Karjala;9
53850;Skinnarila;Lappeenranta;405;Etelä-Karjala;9
53900;Pallo-Tysterniemi-Leiri;Lappeenranta;405;Etelä-Karjala;9
53920;Voisalmi;Lappeenranta;405;Etelä-Karjala;9
53950;Kivisalmi;Lappeenranta;405;Etelä-Karjala;9
54100;Joutseno Keskus;Lappeenranta;405;Etelä-Karjala;9
54110;Lampikangas;Lappeenranta;405;Etelä-Karjala;9
54120;Pulp;Lappeenranta;405;Etelä-Karjala;9
54190;Konnunsuo;Lappeenranta;405;Etelä-Karjala;9
54230;Nuijamaa;Lappeenranta;405;Etelä-Karjala;9
54250;Rapattila;Lappeenranta;405;Etelä-Karjala;9
54260;Hanhijärvi;Lappeenranta;405;Etelä-Karjala;9
54270;Vainikkala;Lappeenranta;405;Etelä-Karjala;9
54300;Vilkjärvi;Lappeenranta;405;Etelä-Karjala;9
54310;Hytti;Lappeenranta;405;Etelä-Karjala;9
54330;Simola;Lappeenranta;405;Etelä-Karjala;9
54390;Pulsa;Lappeenranta;405;Etelä-Karjala;9
54410;Ylämaa Keskus;Lappeenranta;405;Etelä-Karjala;9
54430;Hujakkala;Lappeenranta;405;Etelä-Karjala;9
54460;Ylijärvi;Lappeenranta;405;Etelä-Karjala;9
54490;Ahomäki;Miehikkälä;489;Kymenlaakso;8
54500;Taavetti-Somerharju;Luumäki;441;Etelä-Karjala;9
54510;Uro;Luumäki;441;Etelä-Karjala;9
54530;Luumäki;Luumäki;441;Etelä-Karjala;9
54550;Suo-Anttila;Luumäki;441;Etelä-Karjala;9
54580;Somerharju;Luumäki;441;Etelä-Karjala;9
54590;Kaitjärvi;Luumäki;441;Etelä-Karjala;9
54710;Lemi Keskus;Lemi;416;Etelä-Karjala;9
54720;Laksiainen;Lemi;416;Etelä-Karjala;9
54750;Välijoki;Savitaipale;739;Etelä-Karjala;9
54770;Heituinlahti;Savitaipale;739;Etelä-Karjala;9
54800;Savitaipale Keskus;Savitaipale;739;Etelä-Karjala;9
54820;Kotimäki;Lemi;416;Etelä-Karjala;9
54850;Kuukanniemi;Lemi;416;Etelä-Karjala;9
54915;Saimaanharju-Kyläniemi;Taipalsaari;831;Etelä-Karjala;9
54920;Taipalsaari;Taipalsaari;831;Etelä-Karjala;9
54930;Levänen;Taipalsaari;831;Etelä-Karjala;9
54940;Solkei;Taipalsaari;831;Etelä-Karjala;9
54950;Pettilä;Savitaipale;739;Etelä-Karjala;9
54960;Vehkataipale;Taipalsaari;831;Etelä-Karjala;9
55100;Imatra Keskus;Imatra;153;Etelä-Karjala;9
55120;Mansikkala-Tuulikallio;Imatra;153;Etelä-Karjala;9
55300;Rauha-Tiuruniemi;Lappeenranta;405;Etelä-Karjala;9
55320;Rauha;Lappeenranta;405;Etelä-Karjala;9
55330;Tiuruniemi;Lappeenranta;405;Etelä-Karjala;9
55400;Tainionkoski-Mustalampi;Imatra;153;Etelä-Karjala;9
55420;Karhumäki-Karhukallio;Imatra;153;Etelä-Karjala;9
55510;Sotkulampi-Linnasuo;Imatra;153;Etelä-Karjala;9
55610;Rajapatsas-Teppanala;Imatra;153;Etelä-Karjala;9
55700;Vintteri-Virasoja;Imatra;153;Etelä-Karjala;9
55800;Vuoksenniska-Saarlampi;Imatra;153;Etelä-Karjala;9
55910;Rautio-Kurkvuori;Imatra;153;Etelä-Karjala;9
56100;Ruokolahti Keskus;Ruokolahti;700;Etelä-Karjala;9
56120;Salosaari;Ruokolahti;700;Etelä-Karjala;9
56140;Äitsaari;Ruokolahti;700;Etelä-Karjala;9
56210;Virmutjoki;Ruokolahti;700;Etelä-Karjala;9
56310;Syyspohja;Ruokolahti;700;Etelä-Karjala;9
56330;Utula;Ruokolahti;700;Etelä-Karjala;9
56350;Kyläniemi;Taipalsaari;831;Etelä-Karjala;9
56410;Kaiturinpää;Ruokolahti;700;Etelä-Karjala;9
56440;Pohja-Lankila;Ruokolahti;700;Etelä-Karjala;9
56510;Puntala;Ruokolahti;700;Etelä-Karjala;9
56550;Niska-Pietilä;Rautjärvi;689;Etelä-Karjala;9
56610;Rautjärvi;Rautjärvi;689;Etelä-Karjala;9
56640;Purnujärvi;Rautjärvi;689;Etelä-Karjala;9
56710;Miettilä;Rautjärvi;689;Etelä-Karjala;9
56730;Laikko;Rautjärvi;689;Etelä-Karjala;9
56800;Simpele;Rautjärvi;689;Etelä-Karjala;9
57100;Heikinpohja-Piispanmäki;Savonlinna;740;Etelä-Savo;10
57120;Savonlinna;Savonlinna;740;Etelä-Savo;10
57130;Savonlinna Keskus;Savonlinna;740;Etelä-Savo;10
57170;Sortteerinlahti-Talvisalo;Savonlinna;740;Etelä-Savo;10
57200;Miekonniemi-Venäjänniemi;Savonlinna;740;Etelä-Savo;10
57210;Nojanmaa;Savonlinna;740;Etelä-Savo;10
57220;Haka-alue-Viuhonmäki;Savonlinna;740;Etelä-Savo;10
57230;Inkerinkylä;Savonlinna;740;Etelä-Savo;10
57310;Rinkilä;Savonlinna;740;Etelä-Savo;10
57510;Laitaatsilta;Savonlinna;740;Etelä-Savo;10
57600;Poukkusilta-Pihlajaniemi;Savonlinna;740;Etelä-Savo;10
57710;Kellarpelto-Rantakoivikko;Savonlinna;740;Etelä-Savo;10
57810;Aholahti;Savonlinna;740;Etelä-Savo;10
58130;Oravi;Savonlinna;740;Etelä-Savo;10
58140;Ahvensalmi;Savonlinna;740;Etelä-Savo;10
58150;Makkola;Savonlinna;740;Etelä-Savo;10
58160;Karvila;Enonkoski;46;Etelä-Savo;10
58170;Simanala;Enonkoski;46;Etelä-Savo;10
58175;Enonkoski Keskus;Enonkoski;46;Etelä-Savo;10
58180;Ihamaniemi;Enonkoski;46;Etelä-Savo;10
58200;Kerimäki Keskus;Savonlinna;740;Etelä-Savo;10
58220;Louhi;Savonlinna;740;Etelä-Savo;10
58260;Kumpuranta;Savonlinna;740;Etelä-Savo;10
58300;Savonranta Keskus;Savonlinna;740;Etelä-Savo;10
58320;Raikuu;Savonlinna;740;Etelä-Savo;10
58350;Villala;Kitee;260;Pohjois-Karjala;12
58360;Säimen;Savonlinna;740;Etelä-Savo;10
58390;Rönkönvaara;Savonlinna;740;Etelä-Savo;10
58410;Haapakallio;Savonlinna;740;Etelä-Savo;10
58420;Silvola;Savonlinna;740;Etelä-Savo;10
58430;Kulennoinen;Savonlinna;740;Etelä-Savo;10
58450;Punkaharju;Savonlinna;740;Etelä-Savo;10
58500;Punkasalmi;Savonlinna;740;Etelä-Savo;10
58520;Hiukkajoki;Savonlinna;740;Etelä-Savo;10
58550;Putikko;Savonlinna;740;Etelä-Savo;10
58570;Ruhvana;Savonlinna;740;Etelä-Savo;10
58580;Vuoriniemi;Savonlinna;740;Etelä-Savo;10
58610;Telakanava;Sulkava;768;Etelä-Savo;10
58620;Lohilahti;Sulkava;768;Etelä-Savo;10
58650;Kiviapaja;Savonlinna;740;Etelä-Savo;10
58680;Piojärvi;Savonlinna;740;Etelä-Savo;10
58690;Ala-Särkilahti-Piojärvi;Savonlinna;740;Etelä-Savo;10
58700;Sulkava Keskus;Sulkava;768;Etelä-Savo;10
58720;Kaartilankoski;Sulkava;768;Etelä-Savo;10
58770;Pihlajalahti;Savonlinna;740;Etelä-Savo;10
58810;Kallislahti;Savonlinna;740;Etelä-Savo;10
58830;Parkumäki;Rantasalmi;681;Etelä-Savo;10
58850;Hiltula;Rantasalmi;681;Etelä-Savo;10
58900;Rantasalmi Keskus;Rantasalmi;681;Etelä-Savo;10
58910;Rantasalmi Asemanseutu;Rantasalmi;681;Etelä-Savo;10
58920;Kolkontaipale;Rantasalmi;681;Etelä-Savo;10
58940;Tuusmäki;Rantasalmi;681;Etelä-Savo;10
59100;Parikkala Keskus;Parikkala;580;Etelä-Karjala;9
59130;Koitsanlahti;Parikkala;580;Etelä-Karjala;9
59210;Melkoniemi;Parikkala;580;Etelä-Karjala;9
59310;Särkisalmi;Parikkala;580;Etelä-Karjala;9
59320;Haapaoja;Parikkala;580;Etelä-Karjala;9
59410;Kirjavala;Parikkala;580;Etelä-Karjala;9
59510;Maironiemi;Parikkala;580;Etelä-Karjala;9
59520;Saari;Parikkala;580;Etelä-Karjala;9
59530;Mikkolanniemi;Parikkala;580;Etelä-Karjala;9
59610;Tarnala;Parikkala;580;Etelä-Karjala;9
59710;Kummunkylä;Parikkala;580;Etelä-Karjala;9
59720;Niukkala;Parikkala;580;Etelä-Karjala;9
59730;Uukuniemi;Parikkala;580;Etelä-Karjala;9
59800;Kesälahti Keskus;Kitee;260;Pohjois-Karjala;12
59810;Suurikylä;Kitee;260;Pohjois-Karjala;12
59820;Purujärvi-Rajavaara;Kitee;260;Pohjois-Karjala;12
60100;Seinäjoki Keskus;Seinäjoki;743;Etelä-Pohjanmaa;14
60120;Pohja;Seinäjoki;743;Etelä-Pohjanmaa;14
60150;Kasperi;Seinäjoki;743;Etelä-Pohjanmaa;14
60200;Törnävä;Seinäjoki;743;Etelä-Pohjanmaa;14
60220;Huhtala;Seinäjoki;743;Etelä-Pohjanmaa;14
60280;Eskoon Keskuslaitosalue;Seinäjoki;743;Etelä-Pohjanmaa;14
60320;Alakylä-Jouppi;Seinäjoki;743;Etelä-Pohjanmaa;14
60420;Impivaara;Seinäjoki;743;Etelä-Pohjanmaa;14
60450;Munakka;Ilmajoki;145;Etelä-Pohjanmaa;14
60510;Hyllykallio;Seinäjoki;743;Etelä-Pohjanmaa;14
60550;Nurmo Keskus;Seinäjoki;743;Etelä-Pohjanmaa;14
60560;Halkosaari;Seinäjoki;743;Etelä-Pohjanmaa;14
60640;Kurjenneva;Seinäjoki;743;Etelä-Pohjanmaa;14
60720;Tuomikylä;Ilmajoki;145;Etelä-Pohjanmaa;14
60760;Pojanluoma;Ilmajoki;145;Etelä-Pohjanmaa;14
60800;Ilmajoki Keskus;Ilmajoki;145;Etelä-Pohjanmaa;14
61100;Peräseinäjoki Keskus;Seinäjoki;743;Etelä-Pohjanmaa;14
61110;Vuolle;Seinäjoki;743;Etelä-Pohjanmaa;14
61120;Louko;Seinäjoki;743;Etelä-Pohjanmaa;14
61140;Pasto;Seinäjoki;743;Etelä-Pohjanmaa;14
61150;Sydänmaa;Alavus;10;Etelä-Pohjanmaa;14
61160;Koura;Seinäjoki;743;Etelä-Pohjanmaa;14
61170;Sääskiniemi;Alavus;10;Etelä-Pohjanmaa;14
61180;Haapaluoma;Seinäjoki;743;Etelä-Pohjanmaa;14
61220;Myllysalo;Kurikka;301;Etelä-Pohjanmaa;14
