Zip;Income
80780;25255
80790;19012
80850;21868
80910;24309
81100;20127
81120;19546
81160;16551
81200;18174
81210;20788
81220;23480
81230;22347
81235;22316
81260;22497
81270;20517
81280;18192
81290;15957
81295;18296
81320;0
81330;16853
81350;15056
81360;14872
81390;17246
81420;16535
81430;15606
81450;14852
81460;0
81470;14503
81560;16904
81570;16629
81590;17318
81650;16044
81660;0
81700;17762
81720;18059
81750;18329
81810;20469
81820;17824
81850;16028
81860;14920
81950;21288
81970;18011
82110;22013
82120;20062
82140;18166
82160;17068
82170;17439
82180;15266
82200;19279
82210;21552
82220;23927
82290;18075
82300;16048
82310;15808
82335;15804
82350;21341
82360;19095
82380;18876
82395;20589
82430;17276
82460;19825
82490;15718
82500;17993
82510;19242
82580;16922
82590;16206
82600;17930
82655;15285
82660;15565
82670;18112
82675;16656
82685;20025
82710;18501
82730;17208
82750;15075
82760;19780
82770;0
82815;16856
82820;17525
82830;17275
82840;16736
82850;18257
82865;17884
82870;0
82880;0
82900;17761
82915;18903
82960;16506
82967;15261
82980;17184
83100;18129
83130;22886
83140;18244
83150;17355
83160;15517
83320;19628
83330;16547
83340;18147
83400;17436
83430;22547
83450;21890
83460;24179
83480;19781
83500;17450
83550;17945
83630;18318
83660;20059
83700;16581
83720;19944
83750;23469
83760;16071
83780;17981
83825;18968
83830;15687
83835;14719
83840;13865
83855;15017
83870;16527
83880;13514
83900;17357
83910;15907
83915;0
83940;16539
83950;16244
83960;16285
83985;0
84100;21136
84460;21783
84540;22637
84650;21175
84770;19647
84880;21917
85100;21098
85120;19694
85140;20921
85150;17313
85160;20066
85180;18592
85200;19406
85210;21271
85230;17515
85310;20255
85320;17704
85340;22316
85410;20124
85430;20656
85450;20908
85470;18219
85500;20135
85540;21999
85560;18155
85580;19406
85620;20129
85630;20579
85640;18889
85660;18536
85710;18220
85730;17449
85800;19321
85820;18551
85840;20263
85900;18418
85930;19333
85940;20421
85980;19415
86100;20235
86110;22009
86160;19523
86170;20234
86210;20869
86220;17964
86230;15833
86240;21167
86300;20213
86350;19706
86360;19626
86400;18600
86440;16910
86460;18486
86470;17599
86480;21789
86510;18964
86530;18568
86550;18505
86600;19448
86650;18255
86680;20638
86690;15624
86710;18406
86790;0
86800;18205
86810;21277
86850;16045
86870;18271
86900;20122
86980;19644
87100;18239
87150;21169
87200;21971
87250;22512
87300;18431
87400;20633
87500;21256
87700;19870
87800;23423
87830;22377
87850;24537
87900;22701
87910;24097
87930;19649
87950;25249
87970;22621
88120;17295
88200;18950
88270;19129
88300;17605
88310;17904
88340;17385
88350;17713
88380;20416
88400;18299
88440;19464
88460;22622
88470;18921
88490;20218
88530;19784
88600;19629
88610;22078
88615;0
88620;21807
88640;21386
88670;18731
88690;16713
88730;16497
88740;17638
88760;15993
88820;0
88900;18185
88930;17527
88940;0
89110;18296
89140;15425
89200;17071
89210;17117
89320;14714
89330;17044
89400;16967
89430;20747
89440;17624
89540;14854
89560;17544
89600;18546
89610;14397
89640;19074
89660;15670
89670;13948
89680;13880
89730;14105
89740;16701
89760;14039
89770;17324
89780;14696
89800;18976
89830;14519
89840;14171
89920;16076
90100;18983
90120;18905
90130;19232
90140;21577
90150;20603
90220;15352
90230;23065
90240;23391
90250;17663
90310;24601
90400;18482
90410;24465
90420;25050
90440;22233
90450;25610
90460;23789
90470;22704
90480;20539
90500;17105
90510;23155
90520;17546
90530;17875
90540;26907
90550;19212
90560;19902
90570;14949
90580;19202
90590;0
90620;20520
90630;25303
90650;23063
90660;24627
90670;26949
90800;23493
90810;24768
90820;23497
90830;22288
90840;22943
90850;21573
90860;22028
90900;23318
90910;25134
90940;23731
91100;21814
91110;22232
91140;17767
91150;17019
91200;19004
91210;20624
91240;16817
91260;16628
91300;20307
91310;20921
91410;24016
91430;20740
91500;21424
91510;24140
91560;15595
91600;18358
91620;17402
91630;15060
91640;16335
91660;17585
91670;0
91700;17792
91710;17125
91720;16861
91730;17008
91740;15133
91750;17325
91760;17535
91780;18563
91790;19338
91800;23286
91900;23716
91910;27015
91930;21749
91950;19302
91980;21390
92100;19992
92120;21303
92130;22991
92140;23394
92150;17520
92160;22293
92180;18827
92210;23495
92220;23471
92230;23313
92240;21705
92260;23778
92320;21040
92330;19252
92350;22512
92400;19335
92430;18832
92440;22776
92450;19128
92470;22158
92500;17698
92520;18788
92530;18713
92600;18385
92610;16863
92620;19327
92640;16579
92650;16558
92700;17294
92810;18193
92830;20232
92910;20216
92920;19407
92930;19752
93100;18388
93140;17787
93160;16745
93170;18165
93180;0
93187;18799
93190;14182
93195;12122
93220;15496
93225;16389
93240;14366
93250;14454
93270;18312
93277;17852
93280;19504
93290;18160
93350;15224
93390;14530
93400;18660
93420;18232
93440;18293
93470;15948
93540;16752
93590;14833
93600;19885
93700;19065
93800;20261
93830;21886
93900;17111
93999;0
94100;17914
94200;19668
94300;21446
94400;20744
94430;22581
94450;25389
94460;18136
94500;20508
94600;23169
94700;20534
94720;22374
94800;0
94830;18852
94900;22855
95100;17911
95110;20902
95130;18328
95160;14767
95200;19217
95210;22771
95220;22252
95225;18900
95230;21014
95255;16971
95260;16590
95270;16826
95300;19321
95310;23056
95315;21960
95325;21880
95330;18429
95340;19021
95350;0
95355;16894
95365;21380
95370;21983
95375;22150
95400;17702
95410;22247
95420;20232
95430;18792
95440;22206
95450;25754
95460;22973
95470;22575
95490;0
95500;23882
95520;20929
95530;19571
95540;20112
95560;19962
95590;19176
95600;19593
95610;18429
95615;20162
95620;17715
95630;22086
95635;19498
95640;16127
95645;18659
95655;17529
95660;16326
95670;15080
95675;16045
95680;15767
95690;16206
95700;19255
95710;20460
95720;17178
95750;15542
95760;18178
95770;16280
95780;16827
95790;17473
95800;17621
95830;18046
95840;14821
95850;0
95860;20035
95900;20401
95920;20054
95930;20262
95940;14031
95950;17692
95970;21284
95980;22601
95990;20844
96100;19063
96190;24026
96200;19131
96300;17296
96320;0
96400;21576
96440;20257
96460;25279
96500;20893
96600;25063
96700;25866
96800;24387
96900;24682
96910;22500
96930;20442
96960;22921
97110;23078
97130;24018
97140;19310
97145;0
97160;21098
97170;21099
97220;22917
97240;18314
97250;16627
97280;19906
97290;19244
97310;17182
97320;16149
97330;15643
97335;15240
97340;15717
97370;14452
97380;0
97390;14127
97420;16518
97430;0
97470;19241
97510;21122
97520;21217
97530;19204
97540;14915
97580;16714
97590;0
97610;21948
97615;0
97620;19721
97625;17016
97630;15179
97635;20869
97645;15549
97650;16266
97655;17259
97665;13400
97670;20144
97675;18177
97680;20010
97685;13295
97690;18715
97700;18390
97715;16482
97720;17030
97760;19436
97765;15755
97780;21111
97785;18926
97810;0
97815;17823
97820;15221
97840;18068
97850;13881
97870;16972
97880;14922
97890;17415
97895;15706
97900;17141
97920;15041
97925;13704
97940;16390
97950;0
97960;14768
97965;15961
97970;15418
97980;15294
97999;0
98100;19226
98120;18428
98230;16628
98310;20777
98350;18437
98360;15048
98400;21785
98420;19085
98440;20861
98450;19083
98500;18636
98510;17292
98530;21669
98550;0
98560;18064
98570;0
98580;17860
98600;17349
98620;14727
98630;14174
98660;18614
98710;17002
98720;14004
98760;15505
98770;13799
98780;17378
98790;15443
98800;18713
98810;18919
98820;15196
98830;15891
98840;0
98850;15635
98900;18672
98920;18669
98930;14575
98950;18178
98960;16644
98970;16545
98980;14303
98995;16668
99100;21983
99110;19992
99120;16810
99130;23845
99135;0
99140;24677
99150;19362
99160;14122
99170;0
99180;16948
99190;17975
99195;0
99230;15045
99240;0
99250;20368
99270;14905
99280;21433
99290;17113
99300;20972
99310;20082
99320;21488
99330;0
99340;16346
99360;20354
99400;18385
99410;15880
99420;17316
99430;15399
99440;14220
99450;15921
99460;18874
99470;18992
99490;23316
99510;18338
99520;0
99530;19769
99540;21138
99550;19918
99555;20388
99560;21610
99600;21570
99610;21902
99620;22002
99640;17034
99645;14450
99650;23503
99655;16660
99660;18816
99665;22402
99670;0
99690;19083
99695;0
99710;19468
99720;17133
99740;18222
99750;15684
99760;0
99770;16259
99800;21359
99830;23185
99860;15416
99870;20343
99885;13733
99910;14958
99930;16891
99940;0
99950;20854
99980;20153
99990;21797
